Timestamp,Latitude,Longitude
2025-03-27T08:45:00Z,32.6564,51.676827
2025-03-27T08:50:00Z,32.655982,51.677132
2025-03-27T08:55:00Z,32.65563,51.67726
2025-03-27T09:00:00Z,32.655673,51.67793
2025-03-27T09:05:00Z,32.655428,51.677956
2025-03-27T09:10:00Z,32.655328,51.677456
2025-03-27T09:15:00Z,32.654628,51.677456
2025-03-27T09:20:00Z,32.654928,51.678256
2025-03-27T09:25:00Z,32.654828,51.678256
2025-03-27T09:30:00Z,32.655602,51.67813
2025-03-27T09:35:00Z,32.656626,51.677852
2025-03-27T09:40:00Z,32.657006,51.677829
2025-03-27T09:45:00Z,32.657377,51.677873
2025-03-27T09:50:00Z,32.657435,51.677915
2025-03-27T09:55:00Z,32.657407,51.678513
2025-03-27T10:00:00Z,32.657396,51.678757
2025-03-27T10:05:00Z,32.65743,51.678759
2025-03-27T10:10:00Z,32.65756,51.678703
2025-03-27T10:15:00Z,32.657521,51.678462
2025-03-27T10:20:00Z,32.657534,51.677864
2025-03-27T10:25:00Z,32.657849,51.677693
2025-03-27T10:30:00Z,32.657724,51.677282
2025-03-27T10:35:00Z,32.657353,51.677338
2025-03-27T10:40:00Z,32.657246,51.676924
2025-03-27T10:45:00Z,32.657048,51.676744
2025-03-27T10:50:00Z,32.65699,51.676637
2025-03-27T10:55:00Z,32.657124,51.676574
2025-03-27T11:00:00Z,32.657163,51.676653
2025-03-27T11:05:00Z,32.657132,51.676689
2025-03-27T11:10:00Z,32.657238,51.67661
2025-03-27T11:15:00Z,32.657238,51.67661
2025-03-27T11:20:00Z,32.65768,51.676646
2025-03-27T11:25:00Z,32.65768,51.676646
2025-03-27T11:30:00Z,32.658125,51.676604
2025-03-27T11:35:00Z,32.658198,51.676658
2025-03-27T11:40:00Z,32.658198,51.676659
2025-03-27T11:45:00Z,32.658854,51.676429
2025-03-27T11:50:00Z,32.658842,51.676077
2025-03-27T11:55:00Z,32.658782,51.675677
2025-03-27T12:00:00Z,32.659012,51.675797
2025-03-27T12:05:00Z,32.659112,51.676207
2025-03-27T12:10:00Z,32.659391,51.676361
2025-03-27T12:15:00Z,32.659894,51.676272
2025-03-27T12:20:00Z,32.660187,51.676894
2025-03-27T12:25:00Z,32.660445,51.676883
2025-03-27T12:30:00Z,32.660606,51.676778
2025-03-27T12:35:00Z,32.660806,51.676778
2025-03-27T12:40:00Z,32.660666,51.676946
2025-03-27T12:45:00Z,32.660532,51.676957
2025-03-27T12:50:00Z,32.660542,51.677177
2025-03-27T12:55:00Z,32.66057,51.677247
2025-03-27T13:00:00Z,32.66057,51.677248
2025-03-27T13:05:00Z,32.66057,51.677249
2025-03-27T13:10:00Z,32.66057,51.67725
2025-03-27T13:15:00Z,32.66057,51.677251
2025-03-27T13:20:00Z,32.66057,51.677252
2025-03-27T13:25:00Z,32.66057,51.677253
2025-03-27T13:30:00Z,32.66057,51.677254
2025-03-27T13:35:00Z,32.66057,51.677255
2025-03-27T13:40:00Z,32.66057,51.677256
2025-03-27T13:45:00Z,32.66057,51.677257
2025-03-27T13:50:00Z,32.66057,51.677258
2025-03-27T13:55:00Z,32.660356,51.67705
2025-03-27T14:00:00Z,32.660261,51.67708
2025-03-27T14:05:00Z,32.660218,51.677115
2025-03-27T14:10:00Z,32.660218,51.677116
2025-03-27T14:15:00Z,32.660218,51.677117
2025-03-27T14:20:00Z,32.660012,51.677019
2025-03-27T14:25:00Z,32.659579,51.677111
2025-03-27T14:30:00Z,32.659423,51.67642
2025-03-27T14:35:00Z,32.659304,51.675868
2025-03-27T08:45:00Z,32.6564,51.676827
2025-03-27T08:50:00Z,32.655982,51.677132
2025-03-27T08:55:00Z,32.65563,51.67726
2025-03-27T09:00:00Z,32.655509,51.677835
2025-03-27T09:05:00Z,32.655428,51.677956
2025-03-27T09:10:00Z,32.655328,51.677456
2025-03-27T09:15:00Z,32.654628,51.677456
2025-03-27T09:20:00Z,32.654928,51.678256
2025-03-27T09:25:00Z,32.654828,51.678256
2025-03-27T09:30:00Z,32.655671,51.678009
2025-03-27T09:35:00Z,32.656814,51.677667
2025-03-27T09:40:00Z,32.656951,51.67789
2025-03-27T09:45:00Z,32.657299,51.677816
2025-03-27T09:50:00Z,32.657365,51.678082
2025-03-27T09:55:00Z,32.657407,51.678513
2025-03-27T10:00:00Z,32.657396,51.678757
2025-03-27T10:05:00Z,32.65743,51.678759
2025-03-27T10:10:00Z,32.65756,51.678703
2025-03-27T10:15:00Z,32.657521,51.678462
2025-03-27T10:20:00Z,32.657534,51.677864
2025-03-27T10:25:00Z,32.657849,51.677693
2025-03-27T10:30:00Z,32.657724,51.677282
2025-03-27T10:35:00Z,32.657251,51.677283
2025-03-27T10:40:00Z,32.657246,51.676924
2025-03-27T10:45:00Z,32.657048,51.676744
2025-03-27T10:50:00Z,32.65699,51.676637
2025-03-27T10:55:00Z,32.657124,51.676574
2025-03-27T11:00:00Z,32.657163,51.676653
2025-03-27T11:05:00Z,32.657132,51.676689
2025-03-27T11:10:00Z,32.657238,51.67661
2025-03-27T11:15:00Z,32.657238,51.67661
2025-03-27T11:20:00Z,32.65768,51.676646
2025-03-27T11:25:00Z,32.65768,51.676646
2025-03-27T11:30:00Z,32.658052,51.676551
2025-03-27T11:35:00Z,32.658316,51.677317
2025-03-27T11:40:00Z,32.658993,51.677139
2025-03-27T11:45:00Z,32.658854,51.676429
2025-03-27T11:50:00Z,32.658842,51.676077
2025-03-27T11:55:00Z,32.658782,51.675677
2025-03-27T12:00:00Z,32.659012,51.675797
2025-03-27T12:05:00Z,32.659112,51.676207
2025-03-27T12:10:00Z,32.659391,51.676361
2025-03-27T12:15:00Z,32.659894,51.676272
2025-03-27T12:20:00Z,32.660042,51.676808
2025-03-27T12:25:00Z,32.660445,51.676883
2025-03-27T12:30:00Z,32.660606,51.676778
2025-03-27T12:35:00Z,32.660806,51.676778
2025-03-27T12:40:00Z,32.660666,51.676946
2025-03-27T12:45:00Z,32.660532,51.676957
2025-03-27T12:50:00Z,32.660542,51.677177
2025-03-27T12:55:00Z,32.66057,51.677247
2025-03-27T13:00:00Z,32.66057,51.677248
2025-03-27T13:05:00Z,32.66057,51.677249
2025-03-27T13:10:00Z,32.66057,51.67725
2025-03-27T13:15:00Z,32.66057,51.677251
2025-03-27T13:20:00Z,32.66057,51.677252
2025-03-27T13:25:00Z,32.66057,51.677253
2025-03-27T13:30:00Z,32.66057,51.677254
2025-03-27T13:35:00Z,32.66057,51.677255
2025-03-27T13:40:00Z,32.66057,51.677256
2025-03-27T13:45:00Z,32.66057,51.677257
2025-03-27T13:50:00Z,32.66057,51.677258
2025-03-27T13:55:00Z,32.660356,51.67705
2025-03-27T14:00:00Z,32.660261,51.67708
2025-03-27T14:05:00Z,32.660218,51.677115
2025-03-27T14:10:00Z,32.660218,51.677116
2025-03-27T14:15:00Z,32.660095,51.676909
2025-03-27T14:20:00Z,32.660012,51.677019
2025-03-27T14:25:00Z,32.659536,51.676984
2025-03-27T14:30:00Z,32.659423,51.67642
2025-03-27T14:35:00Z,32.659304,51.675868
2025-03-27T08:45:00Z,32.6563,51.676652
2025-03-27T08:50:00Z,32.655882,51.676957
2025-03-27T08:55:00Z,32.65553,51.677085
2025-03-27T09:00:00Z,32.655573,51.677755
2025-03-27T09:05:00Z,32.655328,51.677781
2025-03-27T09:10:00Z,32.655228,51.677281
2025-03-27T09:15:00Z,32.654528,51.677281
2025-03-27T09:20:00Z,32.654828,51.678081
2025-03-27T09:25:00Z,32.654728,51.678081
2025-03-27T09:30:00Z,32.655502,51.677955
2025-03-27T09:35:00Z,32.656526,51.677677
2025-03-27T09:40:00Z,32.656906,51.677654
2025-03-27T09:45:00Z,32.657277,51.677698
2025-03-27T09:50:00Z,32.657335,51.67774
2025-03-27T09:55:00Z,32.657307,51.678338
2025-03-27T10:00:00Z,32.657296,51.678582
2025-03-27T10:05:00Z,32.65733,51.678584
2025-03-27T10:10:00Z,32.65746,51.678528
2025-03-27T10:15:00Z,32.657421,51.678287
2025-03-27T10:20:00Z,32.657434,51.677689
2025-03-27T10:25:00Z,32.657749,51.677518
2025-03-27T10:30:00Z,32.657624,51.677107
2025-03-27T10:35:00Z,32.657253,51.677163
2025-03-27T10:40:00Z,32.657146,51.676749
2025-03-27T10:45:00Z,32.657028,51.676684
2025-03-27T10:50:00Z,32.65697,51.676577
2025-03-27T10:55:00Z,32.657104,51.676514
2025-03-27T11:00:00Z,32.657143,51.676593
2025-03-27T11:05:00Z,32.657112,51.676629
2025-03-27T11:10:00Z,32.657218,51.67655
2025-03-27T11:15:00Z,32.657218,51.67655
2025-03-27T11:20:00Z,32.65758,51.676471
2025-03-27T11:25:00Z,32.65758,51.676471
2025-03-27T11:30:00Z,32.658025,51.676429
2025-03-27T11:35:00Z,32.658098,51.676483
2025-03-27T11:40:00Z,32.658098,51.676484
2025-03-27T11:45:00Z,32.658754,51.676254
2025-03-27T11:50:00Z,32.658742,51.675902
2025-03-27T11:55:00Z,32.658682,51.675502
2025-03-27T12:00:00Z,32.658912,51.675622
2025-03-27T12:05:00Z,32.659012,51.676032
2025-03-27T12:10:00Z,32.659291,51.676186
2025-03-27T12:15:00Z,32.659599,51.676267
2025-03-27T12:20:00Z,32.660087,51.676719
2025-03-27T12:25:00Z,32.660345,51.676708
2025-03-27T12:30:00Z,32.660506,51.676603
2025-03-27T12:35:00Z,32.660706,51.676603
2025-03-27T12:40:00Z,32.660566,51.676771
2025-03-27T12:45:00Z,32.660432,51.676782
2025-03-27T12:50:00Z,32.660442,51.677002
2025-03-27T12:55:00Z,32.66047,51.677072
2025-03-27T13:00:00Z,32.66047,51.677073
2025-03-27T13:05:00Z,32.66047,51.677074
