Timestamp,Latitude,Longitude,ID
2025-03-27T08:45:00Z,32.6563,51.676727,morning1
2025-03-27T08:50:00Z,32.655882,51.677032,morning1
2025-03-27T08:55:00Z,32.65553,51.67716,morning1
2025-03-27T09:00:00Z,32.655573,51.67783,morning1
2025-03-27T09:05:00Z,32.655328,51.677856,morning1
2025-03-27T09:10:00Z,32.655228,51.677356,morning1
2025-03-27T09:15:00Z,32.654528,51.677356,morning1
2025-03-27T09:20:00Z,32.654828,51.678156,morning1
2025-03-27T09:25:00Z,32.654728,51.678156,morning1
2025-03-27T09:30:00Z,32.655502,51.67803,morning1
2025-03-27T09:35:00Z,32.656526,51.677752,morning1
2025-03-27T09:40:00Z,32.656906,51.677729,morning1
2025-03-27T09:45:00Z,32.657277,51.677773,morning1
2025-03-27T09:50:00Z,32.657335,51.677815,morning1
2025-03-27T09:55:00Z,32.657307,51.678413,morning1
2025-03-27T10:00:00Z,32.657296,51.678657,morning1
2025-03-27T10:05:00Z,32.65733,51.678659,morning1
2025-03-27T10:10:00Z,32.65746,51.678603,morning1
2025-03-27T10:15:00Z,32.657421,51.678362,morning1
2025-03-27T10:20:00Z,32.657434,51.677764,morning1
2025-03-27T10:25:00Z,32.657749,51.677593,morning1
2025-03-27T10:30:00Z,32.657624,51.677182,morning1
2025-03-27T10:35:00Z,32.657253,51.677238,morning1
2025-03-27T10:40:00Z,32.657146,51.676824,morning1
2025-03-27T10:45:00Z,32.657028,51.676759,morning1
2025-03-27T10:50:00Z,32.65697,51.676652,morning1
2025-03-27T10:55:00Z,32.657104,51.676589,morning1
2025-03-27T11:00:00Z,32.657143,51.676668,morning1
2025-03-27T11:05:00Z,32.657112,51.676704,morning1
2025-03-27T11:10:00Z,32.657218,51.676625,morning1
2025-03-27T11:15:00Z,32.657218,51.676625,morning1
2025-03-27T11:20:00Z,32.65758,51.676546,morning1
2025-03-27T11:25:00Z,32.65758,51.676546,morning1
2025-03-27T11:30:00Z,32.658025,51.676504,morning1
2025-03-27T11:35:00Z,32.658098,51.676558,morning1
2025-03-27T11:40:00Z,32.658098,51.676559,morning1
2025-03-27T11:45:00Z,32.658754,51.676329,morning1
2025-03-27T11:50:00Z,32.658742,51.675977,morning1
2025-03-27T11:55:00Z,32.658682,51.675577,morning1
2025-03-27T12:00:00Z,32.658912,51.675697,morning1
2025-03-27T12:05:00Z,32.659012,51.676107,morning1
2025-03-27T12:10:00Z,32.659291,51.676261,morning1
2025-03-27T12:15:00Z,32.659599,51.676342,morning1
2025-03-27T12:20:00Z,32.660087,51.676794,morning1
2025-03-27T12:25:00Z,32.660345,51.676783,morning1
2025-03-27T12:30:00Z,32.660506,51.676678,morning1
2025-03-27T12:35:00Z,32.660706,51.676678,morning1
2025-03-27T12:40:00Z,32.660566,51.676846,morning1
2025-03-27T12:45:00Z,32.660432,51.676857,morning1
2025-03-27T12:50:00Z,32.660442,51.677077,morning1
2025-03-27T12:55:00Z,32.66047,51.677147,morning1
2025-03-27T13:00:00Z,32.66047,51.677148,morning1
2025-03-27T13:05:00Z,32.66047,51.677149,morning1
2025-03-27T13:10:00Z,32.66047,51.67715,morning1
2025-03-27T13:15:00Z,32.66047,51.677151,morning1
2025-03-27T13:20:00Z,32.66047,51.677152,morning1
2025-03-27T13:25:00Z,32.66047,51.677153,morning1
2025-03-27T13:30:00Z,32.66047,51.677154,morning1
2025-03-27T13:35:00Z,32.66047,51.677155,morning1
2025-03-27T13:40:00Z,32.66047,51.677156,morning1
2025-03-27T13:45:00Z,32.66047,51.677157,morning1
2025-03-27T13:50:00Z,32.66047,51.677158,morning1
2025-03-27T13:55:00Z,32.660256,51.67695,morning1
2025-03-27T14:00:00Z,32.660161,51.67698,morning1
2025-03-27T14:05:00Z,32.660118,51.677015,morning1
2025-03-27T14:10:00Z,32.660118,51.677016,morning1
2025-03-27T14:15:00Z,32.660118,51.677017,morning1
